# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
3.874 0.6900459485644318 -2.5468180186043323 0.6900459485644111 -2.546818018604302 0.6912043822762525 -2.4777753693798177 0.6912043822762318 -2.477775369379787
3.875 0.6954938083111295 -2.555960057416221 0.6954938083111099 -2.555960057416181 0.6966516443669928 -2.486935215624374 0.6966516443669731 -2.4869352156243334
3.876 0.7010053546040078 -2.565161996147992 0.7010053546039873 -2.5651619961479595 0.7021625934662625 -2.4961549526080042 0.702162593466242 -2.4961549526079714
3.877 0.7065815584779677 -2.5744243364005235 0.7065815584779468 -2.5744243364004884 0.707738200608486 -2.5054350819386833 0.7077382006084652 -2.5054350819386477
3.878 0.7122234089579258 -2.583747583400392 0.7122234089579044 -2.5837475834003603 0.7133794548181038 -2.5147761088500755 0.7133794548180824 -2.5147761088500435
3.879 0.7179319134447588 -2.593132245969139 0.7179319134447386 -2.5931322459691035 0.7190873634955172 -2.5241785421708047 0.719087363495497 -2.5241785421707688
3.88 0.7237080981104935 -2.602578836488981 0.7237080981104725 -2.6025788364889424 0.7248629528122779 -2.533642894290161 0.7248629528122569 -2.533642894290122
3.881 0.7295530083029171 -2.6120878708649427 0.7295530083028958 -2.6120878708649062 0.7307072681156989 -2.5431696811202356 0.7307072681156775 -2.543169681120199
3.882 0.7354677089599061 -2.6216598684831505 0.7354677089598834 -2.6216598684831176 0.736621374343183 -2.5527594220542156 0.7366213743431603 -2.5527594220541823
3.883 0.741453285033677 -2.6312953521651052 0.7414532850336549 -2.6312953521650706 0.7426063564464737 -2.5624126399206535 0.7426063564464516 -2.5624126399206184
3.884 0.7475108419252697 -2.6409948481177614 0.7475108419252467 -2.6409948481177294 0.7486633198261384 -2.572129860933549 0.7486633198261154 -2.5721298609335164
3.885 0.753641505929446 -2.650758885879202 0.7536415059294229 -2.6507588858791666 0.754793390776467 -2.5819116146380225 0.7547933907764439 -2.581911614637987
3.886 0.7598464246903444 -2.6605879982596363 0.7598464246903206 -2.660587998259602 0.7609977169411268 -2.591758433851315 0.7609977169411032 -2.5917584338512802
3.887 0.7661267676681048 -2.6704827212775677 0.7661267676680822 -2.670482721277531 0.7672774677797873 -2.601670854598952 0.7672774677797647 -2.6016708545989147
3.888 0.772483726616813 -2.680443594090842 0.7724837266167887 -2.6804435940908067 0.773633835046064 -2.611649416045797 0.7736338350460397 -2.611649416045761
3.889 0.7789185160739623 -2.6904711589223655 0.7789185160739389 -2.6904711589223242 0.7800680332769809 -2.6216946604217632 0.7800680332769575 -2.6216946604217215
3.89 0.7854323738618278 -2.700565960980132 0.7854323738618041 -2.7005659609800974 0.7865813002943441 -2.631807132941848 0.7865813002943204 -2.631807132941813
3.891 0.7920265616009527 -2.7107285483714847 0.7920265616009288 -2.710728548371443 0.7931748977182288 -2.6419873817203885 0.7931748977182048 -2.6419873817203463
3.892 0.7987023652361651 -2.7209594720110597 0.7987023652361402 -2.720959472011017 0.7998501114929953 -2.652235957679008 0.7998501114929705 -2.652235957678965
3.893 0.8054610955753398 -2.7312592855223805 0.8054610955753152 -2.7312592855223405 0.8066082524260516 -2.662553414448211 0.806608252426027 -2.662553414448171
3.894 0.8123040888413089 -2.7416285451325964 0.8123040888412837 -2.7416285451325586 0.8134506567397631 -2.672940308262119 0.813450656739738 -2.672940308262081
3.895 0.8192327072371989 -2.7520678095601125 0.8192327072371732 -2.7520678095600735 0.8203786866367908 -2.6833971978461033 0.8203786866367652 -2.6833971978460642
3.896 0.8262483395255862 -2.7625776398947837 0.8262483395255595 -2.7625776398947446 0.8273937308792457 -2.693924644296978 0.8273937308792191 -2.6939246442969385
3.897 0.8333524016217734 -2.773158599470292 0.8333524016217478 -2.7731585994702566 0.8344972053819657 -2.7045232109553763 0.8344972053819402 -2.7045232109553408
3.898 0.8405463372015792 -2.7838112537283513 0.8405463372015524 -2.7838112537283086 0.8416905538203057 -2.715193463269957 0.8416905538202788 -2.715193463269914
3.899 0.8478316183239741 -2.7945361700742564 0.8478316183239467 -2.79453617007422 0.8489752482527725 -2.725935968652952 0.8489752482527451 -2.725935968652915
3.9 0.8552097460689879 -2.805333917723613 0.8552097460689615 -2.805333917723576 0.8563527897589331 -2.736751296326897 0.8563527897589067 -2.73675129632686
3.901 0.8626822511912197 -2.816205067539472 0.8626822511911926 -2.8162050675394354 0.8638247090929245 -2.7476400171617668 0.8638247090928974 -2.74764001716173
3.902 0.8702506947893687 -2.8271501918597353 0.8702506947893403 -2.8271501918596957 0.8713925673529843 -2.7586027035023792 0.8713925673529559 -2.7586027035023393
3.903 0.8779166689921765 -2.8381698643141657 0.8779166689921485 -2.8381698643141235 0.8790579566673928 -2.769639928985406 0.8790579566673649 -2.7696399289853635
3.904 0.8856817976612273 -2.8492646596306317 0.8856817976611978 -2.84926465963059 0.886822500897274 -2.7807522683456174 0.8868225008972445 -2.7807522683455757
3.905 0.8935477371109568 -2.860435153430012 0.893547737110928 -2.860435153429974 0.8946878563566033 -2.7919402972107874 0.8946878563565746 -2.791940297210749
3.906 0.9015161768463749 -2.8716819220092575 0.9015161768463457 -2.871681922009214 0.9026557125499316 -2.803204591884755 0.9026557125499024 -2.803204591884711
3.907 0.9095888403188545 -2.8830055421119565 0.9095888403188258 -2.8830055421119156 0.9107277929281731 -2.8145457291179885 0.9107277929281444 -2.814545729117947
3.908 0.9177674857005512 -2.8944065906860725 0.9177674857005202 -2.89440659068603 0.9189058556630253 -2.825964285865326 0.9189058556629943 -2.825964285865283
3.909 0.9260539066777698 -2.9058856446279036 0.9260539066777396 -2.9058856446278627 0.9271916944403352 -2.837460839029932 0.927191694440305 -2.8374608390298905
3.91 0.9344499332638715 -2.917443280511913 0.9344499332638413 -2.9174432805118666 0.9355871392730073 -2.849035965193129 0.9355871392729771 -2.8490359651930826
3.911 0.9429574326320912 -2.92908007430554 0.9429574326320584 -2.9290800743054963 0.94409405733382 -2.86069024032921 0.9440940573337873 -2.8606902403291663
3.912 0.9515783099688407 -2.940796601068555 0.9515783099688081 -2.940796601068509 0.9527143538087295 -2.8724242395047908 0.9527143538086968 -2.8724242395047446
3.913 0.9603145093479285 -2.9525934346359017 0.9603145093478971 -2.9525934346358587 0.9614499727710888 -2.8842385365616536 0.9614499727710574 -2.88423853656161
3.914 0.969168014626224 -2.964471147283582 0.9691680146261915 -2.9644711472835388 0.9703028980773128 -2.896133703782632 0.9703028980772803 -2.8961337037825885
3.915 0.9781408503612531 -2.9764303093765268 0.9781408503612206 -2.9764303093764792 0.9792751542844735 -2.9081103115394824 0.979275154284441 -2.9081103115394344
3.916 0.9872350827513159 -2.9884714889978143 0.9872350827512819 -2.9884714889977695 0.9883688075904173 -2.9201689279221 0.9883688075903834 -2.920168927922055
3.917 0.9964528205985563 -3.0005952515582566 0.9964528205985222 -3.0005952515582117 0.9975859667968355 -2.9323101183481084 0.9975859667968014 -2.932310118348063
3.918 1.005796216295613 -3.012802159385441 1.0057962162955791 -3.0128021593853975 1.0069287842959143 -2.944534445151899 1.0069287842958803 -2.944534445151855
3.919 1.015267466836319 -3.0250927712913183 1.0152674668362853 -3.025092771291277 1.0163994570810349 -2.9568424671522187 1.016399457081001 -2.956842467152177
3.92 1.024868814851098 -3.037467642117336 1.0248688148510625 -3.0374676421172904 1.02600022778217 -2.9692347391973057 1.0260002277821345 -2.9692347391972596
3.921 1.034602549667521 -3.0499273222560026 1.0346025496674842 -3.04992732225596 1.03573338572644 -2.9817118116864516 1.035733385726403 -2.981711811686409
3.922 1.0444710083966744 -3.0624723571479326 1.044471008396638 -3.062472357147885 1.045601268024481 -2.9942742300670475 1.0456012680244446 -2.994274230067
3.923 1.0544765770458504 -3.075103286752996 1.0544765770458135 -3.075103286752951 1.0556062606831362 -3.0069225343057324 1.0556062606830994 -3.006922534305687
3.924 1.0646216916582332 -3.0878206449947116 1.0646216916581948 -3.087820644994668 1.0657507997451408 -3.0196572583327876 1.0657507997451023 -3.0196572583327437
3.925 1.074908839480059 -3.100624959176287 1.0749088394800212 -3.100624959176242 1.0760373724562824 -3.0324789294581764 1.0760373724562446 -3.032478929458131
3.926 1.0853405601559503 -3.113516749367239 1.0853405601559118 -3.1135167493671947 1.0864685184607363 -3.0453880677581644 1.086468518460698 -3.0453880677581195
3.927 1.0959194469529348 -3.126496527759112 1.0959194469528961 -3.1264965277590666 1.0970468310250827 -3.058385185431037 1.097046831025044 -3.058385185430992
3.928 1.106648148013864 -3.139564797988957 1.1066481480138228 -3.1395647979889074 1.1077749582917265 -3.071470786120582 1.1077749582916854 -3.071470786120532
3.929 1.1175293676407048 -3.1527220544289394 1.1175293676406646 -3.1527220544288883 1.118655604562189 -3.084645364205691 1.1186556045621487 -3.08464536420564
3.93 1.1285658676084487 -3.1659687814406756 1.1285658676084072 -3.165968781440626 1.1296915316110157 -3.097909404054703 1.1296915316109741 -3.0979094040546533
3.931 1.139760468510127 -3.179305452592524 1.139760468510086 -3.1793054525924727 1.1408855600307932 -3.1112633792426907 1.1408855600307521 -3.1112633792426387
3.932 1.1511160511336778 -3.1927325298382114 1.1511160511336367 -3.1927325298381626 1.1522405706090155 -3.124707751730088 1.1522405706089744 -3.124707751730039
3.933 1.1626355578711416 -3.2062504626549817 1.1626355578710994 -3.206250462654934 1.1637595057372792 -3.1382429710008397 1.163759505737237 -3.138242971000792
3.934 1.1743219941608984 -3.219859687139372 1.174321994160855 -3.219859687139323 1.175445370853521 -3.151869473158178 1.1754453708534776 -3.1518694731581283
3.935 1.1861784299634694 -3.2335606250586597 1.1861784299634253 -3.23356062505861 1.1873012359178199 -3.165587679976066 1.1873012359177757 -3.1655876799760163
3.936 1.1982080012715826 -3.247353682856042 1.1982080012715393 -3.2473536828559877 1.199330236922461 -3.1793979979043825 1.1993302369224177 -3.179397997904328
3.937 1.2104139116549928 -3.261239250607218 1.2104139116549473 -3.26123925060717 1.2115355774367584 -3.1933008170255 1.211535577436713 -3.1933008170254515
3.938 1.2227994338406818 -3.275217700926371 1.2227994338406372 -3.2752177009263184 1.2239205301872529 -3.2072965099602686 1.2239205301872083 -3.2072965099602158
3.939 1.2353679113290106 -3.2892893878189047 1.2353679113289633 -3.2892893878188496 1.2364884386738646 -3.221385430720752 1.2364884386738173 -3.2213854307206966
3.94 1.2481227600464073 -3.3034546454788876 1.2481227600463596 -3.303454645478835 1.249242718822582 -3.2355679135076727 1.2492427188225343 -3.23556791350762
3.941 1.2610674700350648 -3.3177137870282913 1.261067470035015 -3.317713787028236 1.2621868606751592 -3.249844271449648 1.2621868606751094 -3.2498442714495925
3.942 1.2742056071802106 -3.332067103195531 1.2742056071801646 -3.3320671031954787 1.2753244301163844 -3.264214795281734 1.2753244301163384 -3.264214795281682
3.943 1.2875408149754486 -3.3465148609304776 1.287540814975399 -3.3465148609304256 1.2886590706394234 -3.2786797519604343 1.288659070639374 -3.2786797519603823
3.944 1.301076816326624 -3.3610573019530534 1.3010768163265736 -3.361057301952998 1.3021945051496842 -3.2932393832122977 1.3021945051496338 -3.293239383212242
3.945 1.314817415394673 -3.3756946412322675 1.3148174153946237 -3.3756946412322146 1.3159345378076654 -3.3078939040129534 1.3159345378076162 -3.3078939040129
3.946 1.3287664994778494 -3.390427065392636 1.3287664994777975 -3.3904270653925828 1.329883055911185 -3.32264350099353 1.329883055911133 -3.3226435009934767
3.947 1.3429280409336612 -3.405254731044487 1.3429280409336097 -3.4052547310444328 1.3440440318173144 -3.3374883307709626 1.3440440318172628 -3.337488330770908
3.948 1.3573060991409656 -3.420177763034844 1.3573060991409145 -3.420177763034787 1.3584215249044758 -3.3524285181988738 1.3584215249044247 -3.3524285181988165
3.949 1.3719048225023351 -3.435196252615091 1.37190482250228 -3.4351962526150364 1.3730196835748067 -3.367464154535241 1.3730196835747517 -3.367464154535186
3.95 1.3867284504870372 -3.4503102555217318 1.3867284504869808 -3.4503102555216767 1.3878427472971404 -3.382595295523154 1.387842747297084 -3.3825952955230987
3.951 1.401781315714726 -3.4655197899661356 1.4017813157146717 -3.465519789966081 1.4028950486906973 -3.397821959380562 1.4028950486906429 -3.3978219593805075
3.952 1.4170678460800337 -3.4808248345293 1.4170678460799784 -3.4808248345292463 1.4181810156496761 -3.413144124695036 1.4181810156496208 -3.413144124694982
3.953 1.432592566917944 -3.4962253259571052 1.4325925669178878 -3.4962253259570484 1.4337051735086284 -3.4285617282190217 1.4337051735085722 -3.4285617282189644
3.954 1.4483601032100264 -3.511721156851624 1.4483601032099698 -3.5117211568515674 1.4494721472486911 -3.444074662561152 1.4494721472486345 -3.4440746625610954
3.955 1.464375181831282 -3.527312173253745 1.4643751818312236 -3.5273121732536867 1.4654866637444341 -3.459682773768869 1.4654866637443758 -3.4596827737688107
3.956 1.4806426338374814 -3.5429981721121897 1.4806426338374215 -3.5429981721121298 1.481753554051197 -3.475385858797441 1.481753554051137 -3.4753858587973805
3.957 1.4971673967924948 -3.5587788986336757 1.4971673967924353 -3.558778898633623 1.4982777557324192 -3.491183662860124 1.4982777557323597 -3.491183662860071
3.958 1.5139545171352717 -3.5746540435089775 1.5139545171352102 -3.5746540435089185 1.5150643152266206 -3.5070758766542274 1.515064315226559 -3.5070758766541683
3.959 1.5310091525857674 -3.5906232400090543 1.5310091525857021 -3.590623240008991 1.5321183902533269 -3.5230621334572363 1.5321183902532616 -3.523062133457173
3.96 1.548336574589219 -3.6066860609456852 1.5483365745891557 -3.606686060945628 1.5494452522573465 -3.53914200608745 1.5494452522572832 -3.539142006087393
3.961 1.5659421707977275 -3.6228420154902086 1.5659421707976617 -3.622842015490153 1.5670502888903521 -3.555315003722721 1.5670502888902864 -3.555315003722665
3.962 1.5838314475881825 -3.6390905458441276 1.5838314475881161 -3.639090545844069 1.5849390065288058 -3.571580568571059 1.5849390065287394 -3.571580568571
3.963 1.6020100326152447 -3.65543102375486 1.602010032615177 -3.6554310237547973 1.6031170328269406 -3.587938072386382 1.603117032826873 -3.587938072386319
3.964 1.6204836773980167 -3.671862746869822 1.6204836773979474 -3.671862746869767 1.6215901193034328 -3.6043868128226 1.6215901193033635 -3.604386812822545
3.965 1.6392582599386443 -3.6883849349214834 1.639258259938575 -3.6883849349214226 1.6403641439600019 -3.620926009618671 1.6403641439599326 -3.62092600961861
3.966 1.6583397873710597 -3.7049967257358576 1.658339787370991 -3.704996725735796 1.6594451139301545 -3.637554800607089 1.6594451139300859 -3.6375548006070266
3.967 1.677734398637621 -3.721697171056713 1.6777343986375508 -3.7216971710566513 1.6788391681558237 -3.6542722375380956 1.6788391681557535 -3.6542722375380334
3.968 1.6974483671913798 -3.7384852321772355 1.6974483671913085 -3.738485232177172 1.6985525800896366 -3.6710772817113453 1.6985525800895653 -3.671077281711282
3.969 1.7174881037211083 -3.7553597753706414 1.7174881037210348 -3.7553597753705787 1.7185917604199412 -3.687968799406516 1.7185917604198677 -3.6879687994064527
3.97 1.737860158896147 -3.772319567110942 1.737860158896074 -3.7723195671108782 1.738963259815655 -3.704945557104073 1.738963259815582 -3.7049455571040086
3.971 1.7585712261276278 -3.7893632690745855 1.7585712261275512 -3.7893632690745207 1.7596737716874864 -3.7220062164869128 1.7596737716874098 -3.722006216486848
3.972 1.779628144342401 -3.8064894329135384 1.7796281443423219 -3.8064894329134744 1.7807301349618636 -3.7391493292134443 1.7807301349617846 -3.73914932921338
3.973 1.8010379007653925 -3.8236964947897216 1.801037900765312 -3.823696494789657 1.802139336863291 -3.7563733314520236 1.8021393368632104 -3.7563733314519583
3.974 1.8228076337058476 -3.8409827696605667 1.8228076337057675 -3.8409827696605032 1.8239085157005919 -3.7736765381665105 1.8239085157005117 -3.7736765381664465
3.975 1.8449446353423318 -3.8583464453049383 1.844944635342249 -3.85834644530487 1.8460449636519112 -3.791057137142192 1.8460449636518284 -3.7910571371421233
3.976 1.867456354501006 -3.8757855760783433 1.8674563545009213 -3.87578557607828 1.86855612954299 -3.8085131827409917 1.8685561295429052 -3.808513182740928
3.977 1.890350399420875 -3.893298076385882 1.8903503994207915 -3.8932980763858205 1.8914496216124126 -3.826042589374419 1.891449621612329 -3.826042589374357
3.978 1.9136345404994215 -3.910881713860939 1.9136345404993345 -3.9108817138608774 1.914733210257243 -3.843643124682261 1.914733210257156 -3.8436431246821994
3.979 1.9373167130111077 -3.928534102237328 1.937316713011022 -3.92853410223726 1.9384148307515248 -3.861312402404729 1.938414830751439 -3.8613124024046606
3.98 1.9614050197909034 -3.9462526939020517 1.9614050197908173 -3.946252693901988 1.962502585929809 -3.879047874935215 1.962502585929723 -3.8790478749351514
3.981 1.9859077338737918 -3.964034772115488 1.985907733873701 -3.9640347721154265 1.9870047488266618 -3.896846825540481 1.987004748826571 -3.8968468255404196
3.982 2.0108333010808503 -3.981877442885236 2.010833301080758 -3.9818774428851684 2.0119297652627433 -3.914706360234504 2.011929765262651 -3.914706360234436
3.983 2.0361903425413987 -3.999777626479555 2.0361903425413077 -3.9997776264794926 2.0372862563669565 -3.932623399291913 2.0372862563668654 -3.9326233992918507
3.984 2.0619876571399365 -4.017732048566037 2.0619876571398437 -4.017732048565975 2.063083021023385 -3.9505946683866657 2.063083021023292 -3.9505946683866036
3.985 2.0882342238754306 -4.0357372309601764 2.088234223875333 -4.035737230960107 2.0893290382305802 -3.9686166893406143 2.0893290382304825 -3.9686166893405455
3.986 2.1149392041197075 -4.0537894819687414 2.114939204119608 -4.053789481968677 2.1160334693599534 -3.986685770466879 2.116033469359854 -3.986685770466814
3.987 2.1421119437603373 -4.071884886311995 2.142111943760239 -4.071884886311931 2.1432056602986607 -4.004797996492068 2.1432056602985625 -4.004797996492004
3.988 2.1697619752125314 -4.090019294608559 2.169761975212431 -4.090019294608491 2.1708551434614987 -4.022949218041142 2.1708551434613983 -4.022949218041075
3.989 2.197899019282793 -4.1081883124062335 2.1978990192826906 -4.108188312406163 2.198991639654558 -4.041135040668236 2.1989916396544555 -4.041135040668165
3.99 2.226532986866211 -4.126387288741865 2.2265329868661032 -4.126387288741798 2.227625059772514 -4.05935081341652 2.227625059772406 -4.059350813416452
3.991 2.2556739804574155 -4.144611304212816 2.255673980457307 -4.144611304212747 2.2567655063095837 -4.077591616889677 2.2567655063094754 -4.077591616889608
3.992 2.2853322954540713 -4.162855158542434 2.2853322954539617 -4.162855158542367 2.2864232746630218 -4.095852250817369 2.286423274662912 -4.095852250817303
3.993 2.315518421229513 -4.1811133576214745 2.315518421229405 -4.181113357621407 2.3166088542057497 -4.11412722109666 2.3166088542056418 -4.1141272210965925
3.994 2.3462430419500206 -4.199380100007304 2.346243041949903 -4.199380100007235 2.3473329291036373 -4.132410726291217 2.3473329291035196 -4.132410726291147
3.995 2.3775170371097567 -4.2176492628624285 2.3775170371096412 -4.21764926286236 2.3786063788504372 -4.150696643569839 2.378606378850322 -4.150696643569771
3.996 2.409351481754954 -4.235914387313852 2.4093514817548405 -4.2359143873137866 2.4104402784919716 -4.168978514065821 2.410440278491858 -4.168978514065755
3.997 2.44175764636611 -4.254168663214499 2.441757646365992 -4.254168663214431 2.442845898508329 -4.187249527638369 2.4428458985082107 -4.1872495276383
3.998 2.4747469963652993 -4.272404913288098 2.474746996365176 -4.27240491328803 2.4758347043211746 -4.205502507017487 2.475834704321051 -4.2055025070174175
3.999 2.50833119121287 -4.290615576638932 2.5083311912127453 -4.290615576638863 2.509418355390449 -4.2237298913137264 2.5094183553903244 -4.223729891313657
4.0 2.542522083055621 -4.308792691608051 2.5425220830554904 -4.308792691607986 2.543608703862543 -4.241923718874404 2.5436087038624122 -4.241923718874339
4.001 2.577331714885286 -4.326927877957758 2.577331714885155 -4.326927877957692 2.5784177927287826 -4.260075609468077 2.5784177927286516 -4.260075609468011
4.002 2.6127723181638003 -4.345012318366531 2.6127723181636675 -4.345012318366461 2.6138578534506967 -4.278176745779477 2.613857853450564 -4.278176745779406
4.003 2.648856309868753 -4.363036739217447 2.648856309868617 -4.3630367392173826 2.649941303005468 -4.296217854197924 2.6499413030053316 -4.296217854197859
4.004 2.685596288908471 -4.380991390663172 2.685596288908337 -4.380991390663108 2.686680740301017 -4.314189184882322 2.686680740300883 -4.314189184882258
4.005 2.7230050318543113 -4.39886602595225 2.7230050318541736 -4.398866025952185 2.7240889419082968 -4.332080491087448 2.724088941908159 -4.332080491087384
4.006 2.7610954879321814 -4.4166498800016525 2.7610954879320393 -4.4166498800015885 2.762178857052809 -4.349881007736501 2.762178857052667 -4.349881007736436
4.007 2.79988077321359 -4.434331647202634 2.799880773213449 -4.4343316472025665 2.8009636018056585 -4.367579429226953 2.8009636018055177 -4.367579429226885
4.008 2.83937416394127 -4.45189945844778 2.8393741639411223 -4.451899458447716 2.8404564524091747 -4.385163886457605 2.8404564524090268 -4.385163886457541
4.009 2.8795890889203295 -4.469340857369149 2.879589088920181 -4.469340857369087 2.8806708376680614 -4.402621923066721 2.880670837667913 -4.402621923066658
4.01 2.920539120902712 -4.486642775779589 2.9205391209025584 -4.486642775779522 2.9216203303338606 -4.4199404708733505 2.921620330333707 -4.419940470873284
4.011 2.9622379668870575 -4.5037915083115205 2.9622379668869065 -4.503791508311454 2.963318637404809 -4.437105824516112 2.963318637404658 -4.437105824516045
4.012 3.0046994572515833 -4.520772686250098 3.0046994572514323 -4.520772686250038 3.0057795892587227 -4.454103615286345 3.0057795892585717 -4.454103615286286
4.013 3.0479375336338084 -4.53757125056122 3.0479375336336494 -4.537571250561154 3.0490171275327196 -4.470918784156134 3.0490171275325606 -4.470918784156067
4.014 3.0919662354640773 -4.554171424117622 3.0919662354639104 -4.554171424117558 3.0930452916567432 -4.487535554004389 3.0930452916565763 -4.487535554004325
4.015 3.136799685056597 -4.5705566831312705 3.1367996850564355 -4.570556683131213 3.1378782039446 -4.503937401049249 3.1378782039444384 -4.503937401049191
4.016 3.1824520711551085 -4.586709727803926 3.1824520711549416 -4.586709727803867 3.1835300531396316 -4.520107025498636 3.1835300531394646 -4.520107025498577
4.017 3.2289376308247357 -4.602612452213092 3.228937630824562 -4.602612452213032 3.2300150763065623 -4.536026321436213 3.2300150763063886 -4.536026321436154
4.018 3.276270629577189 -4.618245913456514 3.276270629577015 -4.618245913456457 3.277347538956704 -4.5516763459658796 3.2773475389565303 -4.551676345965822
4.019 3.324465339609662 -4.633590300084306 3.324465339609485 -4.633590300084244 3.325541713286852 -4.567037287643893 3.325541713286675 -4.5670372876438305
4.02 3.3735360160319052 -4.648624899854691 3.3735360160317254 -4.6486248998546404 3.3746118544063592 -4.582088434234617 3.3746118544061794 -4.582088434234565
4.021 3.4234968709517064 -4.663328066857905 3.4234968709515248 -4.663328066857848 3.424572174422616 -4.596808139834421 3.4245721744224342 -4.596808139834364
4.022 3.474362045280922 -4.6776771880599926 3.474362045280734 -4.67767718805994 3.4754368142470815 -4.611173791415478 3.4754368142468937 -4.611173791415426
4.023 3.5261455781207385 -4.691648649329336 3.526145578120545 -4.691648649329282 3.5272198129805465 -4.625161774852291 3.527219812980353 -4.625161774852237
4.024 3.578861373577912 -4.705217801017719 3.5788613735777153 -4.705217801017668 3.5799350747293714 -4.63874744050276 3.5799350747291747 -4.638747440502709
4.025 3.632523164858158 -4.71835892317988 3.6325231648579592 -4.718358923179838 3.6335963326988763 -4.651905068427733 3.6335963326986773 -4.65190506842769
4.026 3.687144475479028 -4.731045190527904 3.6871444754788203 -4.7310451905278565 3.688217110406217 -4.664607833345397 3.688217110406009 -4.664607833345349
4.027 3.7427385774385225 -4.743248637230064 3.742738577438316 -4.743248637230018 3.743810679849001 -4.676827769430124 3.7438106798487945 -4.676827769430078
4.028 3.799318446171299 -4.754940121678843 3.7993184461710894 -4.754940121678799 3.800390016461491 -4.688535735080488 3.8003900164612814 -4.6885357350804435
4.029 3.8568967121219946 -4.766089291368776 3.856896712121785 -4.766089291368738 3.8579677506879313 -4.6997013777971075 3.8579677506877217 -4.699701377797069
4.03 3.9154856087595284 -4.776664548041955 3.9154856087593104 -4.776664548041914 3.9165561159968476 -4.7102930993281555 3.9165561159966296 -4.710293099328115
4.031 3.975096916856403 -4.786633013278038 3.9750969168561756 -4.786633013278 3.9761668931603507 -4.720278021259363 3.9761668931601233 -4.7202780212593245
4.032 4.0357419048540075 -4.795960494725672 4.035741904853787 -4.795960494725634 4.036811350619438 -4.729621951245442 4.036811350619217 -4.729621951245404
4.033 4.097431265134506 -4.804611453193552 4.097431265134279 -4.804611453193525 4.098500180755881 -4.7382893501011525 4.0985001807556545 -4.738289350101125
4.034 4.1601750460222755 -4.812548970843158 4.1601750460220455 -4.812548970843128 4.161243431893667 -4.746243299994027 4.161243431893437 -4.746243299993996
4.035 4.223982579339248 -4.819734720748998 4.223982579339016 -4.819734720748966 4.225050435854337 -4.7534454740046215 4.225050435854105 -4.7534454740045895
4.036 4.288862403342206 -4.826128938119203 4.288862403341959 -4.826128938119177 4.289929730894284 -4.7598561073471135 4.289929730894037 -4.759856107347087
4.037 4.354822180878648 -4.831690393496586 4.3548221808784024 -4.83169039349656 4.355888979860616 -4.765433970570351 4.355888979860371 -4.765433970570324
4.038 4.421868612603066 -4.83637636828952 4.421868612602817 -4.8363763682895 4.422934883407438 -4.770136345088739 4.422934883407189 -4.770136345088718
4.039 4.490007345109455 -4.8401426330131 4.490007345109207 -4.840142633013083 4.491073088128354 -4.773919001423397 4.491073088128106 -4.77391900142338
4.04 4.559242873848032 -4.842943428652662 4.559242873847777 -4.842943428652649 4.560308089473194 -4.776736180565681 4.560308089472938 -4.776736180565668
4.041 4.629578440710754 -4.844731451595447 4.629578440710492 -4.844731451595442 4.630643129333527 -4.778540578908845 4.630643129333265 -4.77854057890884
4.042 4.701015926192612 -4.845457842610623 4.701015926192344 -4.845457842610618 4.70208008820396 -4.7792833372280645 4.702080088203692 -4.779283337228059
4.043 4.7735557360582925 -4.845072180393194 4.773555736058016 -4.8450721803931875 4.774619371848789 -4.778914034224345 4.774619371848512 -4.778914034224338
4.044 4.847196682472077 -4.8435224802237276 4.847196682471809 -4.843522480223731 4.848259792431911 -4.77738068518425 4.848259792431643 -4.777380685184252
4.045 4.921935859584606 -4.840755198332281 4.921935859584325 -4.84075519833229 4.9229984441035795 -4.774629746343825 4.922998444103299 -4.774629746343833
4.046 4.997768513604169 -4.836715242591433 4.997768513603893 -4.836715242591449 4.998830573071701 -4.770606125581634 4.998830573071426 -4.770606125581649
4.047 5.074687907428045 -4.831345990200055 5.074687907427757 -4.831345990200073 5.075749442233169 -4.765253200102524 5.0757494422328815 -4.765253200102542
4.048 5.1526851799555216 -4.824589313054505 5.152685179955227 -4.824589313054532 5.1537461904868875 -4.758512841808828 5.153746190486593 -4.758512841808855
4.049 5.231749200260554 -4.816385611538538 5.231749200260266 -4.816385611538564 5.2328096869064264 -4.750325451090266 5.232809686906139 -4.750325451090291
4.05 5.3118664168651195 -4.806673857494889 5.311866416864832 -4.806673857494918 5.312926380013381 -4.740629999795531 5.312926380013093 -4.740629999795559
4.051 5.393020702421478 -4.79539164717132 5.393020702421183 -4.795391647171358 5.394080142459628 -4.72936408417834 5.394080142459333 -4.729364084178378
4.052 5.475193194187299 -4.782475264959572 5.475193194186995 -4.782475264959623 5.476252111502454 -4.716463988636385 5.47625211150215 -4.716463988636436
4.053 5.558362130762929 -4.767859758766848 5.55836213076263 -4.767859758766901 5.5594205257418245 -4.701864761082809 5.559420525741525 -4.701864761082862
4.054 5.642502685646844 -4.751479027875785 5.642502685646531 -4.75147902787585 5.6435605586758335 -4.685500300806186 5.643560558675521 -4.68550030080625
4.055 5.727586798266929 -4.7332659241577835 5.7275867982666195 -4.733265924157856 5.728644149731986 -4.667303459683848 5.728644149731677 -4.66730345968392
