# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
9.724 0.007871507406055836 0.17890847538114935 0.007871507406055736 0.17890847538114937 0.0080554165657014 0.20642128566412565 0.0080554165657013 0.2064212856641258
9.725 0.007854210196402806 0.17891545108806578 0.007854210196402703 0.17891545108806575 0.008038081537747262 0.20642543254306334 0.00803808153774716 0.20642543254306342
9.726 0.007836116512204894 0.17892186547413916 0.007836116512204798 0.1789218654741391 0.008019950046912064 0.2064290186827843 0.008019950046911969 0.20642901868278435
9.727 0.00781726478612628 0.17892768331965347 0.007817264786126179 0.17892768331965345 0.008001060525855187 0.2064320088633932 0.008001060525855088 0.20643200886339327
9.728 0.007797695306464086 0.17893287243455142 0.007797695306463987 0.17893287243455142 0.007981453262868962 0.2064343708946534 0.007981453262868863 0.20643437089465352
9.729 0.007777449961744864 0.1789374037494465 0.007777449961744769 0.17893740374944647 0.007961170146475148 0.2064360757069993 0.007961170146475054 0.20643607570699937
9.73 0.0077565719834251055 0.17894125138388686 0.007756571983424999 0.1789412513838868 0.007940254408125449 0.20643709741979982 0.007940254408125343 0.20643709741979988
9.731 0.007735105688800908 0.1789443926924174 0.007735105688800803 0.17894439269241738 0.007918750365111176 0.20643741338742083 0.007918750365111072 0.20643741338742091
9.732 0.0077130962260798545 0.17894680828918244 0.0077130962260797435 0.17894680828918239 0.00789670316563513 0.20643700422382769 0.00789670316563502 0.20643700422382774
9.733 0.007690589323403174 0.17894848205197245 0.007690589323403071 0.17894848205197236 0.007874158537833758 0.2064358538066319 0.007874158537833655 0.20643585380663193
9.734 0.007667631043428977 0.1789494011067534 0.007667631043428869 0.17894940110675334 0.00785116254436039 0.20643394926162068 0.007851162544360283 0.20643394926162073
9.735 0.007644267544905785 0.17894955579382163 0.007644267544905687 0.1789495557938216 0.007827761343958774 0.20643128092891153 0.007827761343958677 0.2064312809289116
9.736 0.007620544852484677 0.17894893961680036 0.007620544852484575 0.17894893961680028 0.007804000961275214 0.206427842311949 0.007804000961275112 0.20642784231194902
9.737 0.0075965086358385425 0.17894754917574757 0.007596508635838447 0.17894754917574757 0.007779927065977827 0.20642363001061248 0.007779927065977733 0.20642363001061256
9.738 0.007572203998985586 0.17894538408566774 0.007572203998985486 0.17894538408566762 0.007755584762080051 0.20641864363972787 0.007755584762079952 0.20641864363972787
9.739 0.007547675280553059 0.178942446881724 0.007547675280552959 0.1789424468817241 0.0077310183882043715 0.20641288573427982 0.007731018388204272 0.20641288573428002
9.74 0.007522965865566807 0.17893874291243891 0.007522965865566708 0.17893874291243883 0.007706271329371867 0.20640636164261256 0.007706271329371769 0.20640636164261258
9.741 0.00749811800921548 0.17893428022213276 0.007498118009215375 0.17893428022213279 0.0076813858407664285 0.20639907940886798 0.007681385840766324 0.20639907940886812
9.742 0.007473172672917991 0.17892906942382283 0.007473172672917894 0.1789290694238229 0.007656402883802208 0.20639104964588514 0.007656402883802113 0.2063910496458853
9.743 0.007448169372914713 0.17892312356374146 0.0074481693729146125 0.17892312356374143 0.007631361974714825 0.20638228539971823 0.007631361974714725 0.2063822853997183
9.744 0.0074231460415109035 0.17891645797859013 0.007423146041510805 0.1789164579785901 0.0076063010458047794 0.20637280200689057 0.0076063010458046814 0.20637280200689065
9.745 0.007398138901024106 0.17890909014657883 0.00739813890102401 0.17890909014657877 0.0075812563193848655 0.20636261694543415 0.00758125631938477 0.2063626169454342
9.746 0.00737318235042124 0.17890103953324538 0.00737318235042114 0.17890103953324532 0.007556262194417251 0.20635174968070882 0.007556262194417152 0.20635174968070888
9.747 0.007348308864579539 0.17889232743298958 0.007348308864579441 0.17889232743298955 0.007531351145774424 0.20634022150693654 0.007531351145774327 0.20634022150693662
9.748 0.0073235489060625185 0.17888297680720214 0.0073235489060624265 0.17888297680720217 0.007506553636015157 0.20632805538533014 0.007506553636015066 0.20632805538533028
9.749 0.007298930849270373 0.17887301211981702 0.007298930849270277 0.178873012119817 0.0074818980395349 0.20631527577964587 0.007481898039534805 0.20631527577964595
9.75 0.007274480916797458 0.17886245917106813 0.007274480916797372 0.17886245917106808 0.007457410578923271 0.20630190848993998 0.007457410578923185 0.20630190848994
9.751 0.007250223127809662 0.1788513449301912 0.0072502231278095755 0.17885134493019111 0.007433115273341419 0.20628798048527058 0.007433115273341333 0.2062879804852706
9.752 0.0072261792582395965 0.1788396973677763 0.007226179258239505 0.17883969736777627 0.007409033898717222 0.20627351973605024 0.007409033898717132 0.20627351973605032
9.753 0.00720236881258312 0.17882754528844436 0.007202368812583031 0.17882754528844427 0.007385185959541808 0.20625855504672247 0.007385185959541719 0.20625855504672247
9.754 0.007178809007068606 0.17881491816449926 0.007178809007068522 0.17881491816449924 0.007361588672038817 0.20624311588941371 0.007361588672038734 0.2062431158894138
9.755 0.007155514763959225 0.17880184597118748 0.007155514763959139 0.1788018459711875 0.0073382569584666945 0.20622723223919318 0.0073382569584666095 0.20622723223919331
9.756 0.0071324987167335225 0.17878835902417778 0.0071324987167334375 0.1787883590241779 0.007315203452299262 0.20621093441155242 0.0073152034522991774 0.2062109344115526
9.757 0.007109771225874392 0.17877448781986835 0.007109771225874314 0.17877448781986827 0.007292438514014688 0.2061942529027124 0.0072924385140146104 0.20619425290271243
9.758 0.00708734040497863 0.1787602628791114 0.007087340404978553 0.17876026287911145 0.0072699702572050495 0.20617721823334834 0.007269970257204973 0.20617721823334847
9.759 0.007065212156876053 0.17874571459494645 0.007065212156875976 0.17874571459494634 0.007247804584695446 0.20615986079632265 0.007247804584695369 0.20615986079632265
9.76 0.007043390219422618 0.17873087308491467 0.007043390219422547 0.17873087308491464 0.007225945234337118 0.20614221070899963 0.007225945234337048 0.2061422107089997
9.761 0.007021876220601152 0.17871576804853 0.0070218762206010815 0.17871576804852993 0.007204393834108181 0.20612429767071633 0.0072043938341081115 0.20612429767071636
9.762 0.007000669742531459 0.17870042863046212 0.007000669742531384 0.17870042863046195 0.007183149966123728 0.20610615082596562 0.007183149966123653 0.20610615082596556
9.763 0.006979768393953804 0.17868488328998117 0.006979768393953734 0.17868488328998106 0.007162211239119315 0.2060877986338409 0.007162211239119246 0.2060877986338409
9.764 0.006959167890710045 0.178669159677191 0.006959167890709982 0.17866915967719096 0.007141573368932096 0.20606926874426945 0.007141573368932033 0.20606926874426953
9.765 0.0069388621437057926 0.17865328451656037 0.006938862143705732 0.17865328451656037 0.007121230266462976 0.2060505878815434 0.007121230266462916 0.2060505878815435
9.766 0.006918843353792712 0.17863728349823116 0.006918843353792648 0.17863728349823105 0.007101174132558922 0.2060317817356281 0.007101174132558858 0.20603178173562814
9.767 0.006899102112966376 0.1786211811775487 0.006899102112966321 0.17862118117754858 0.007081395559210806 0.2060128748616925 0.007081395559210752 0.2060128748616925
9.768 0.006879627511233262 0.17860500088322362 0.006879627511233197 0.17860500088322356 0.007061883636420411 0.20599389058827086 0.007061883636420347 0.20599389058827092
9.769 0.006860407248458332 0.17858876463448062 0.0068604072484582815 0.17858876463448062 0.0070426260640480045 0.20597485093441154 0.007042626064047955 0.20597485093441165
9.77 0.006841427750467543 0.17857249306750025 0.006841427750467493 0.1785724930675002 0.007023609267914853 0.20595577653611893 0.007023609267914802 0.205955776536119
9.771 0.00682267428864718 0.1785562053713981 0.006822674288647125 0.178556205371398 0.007004818519402551 0.20593668658233244 0.007004818519402497 0.20593668658233244
9.772 0.006804131102254413 0.17853991923391918 0.006804131102254365 0.17853991923391907 0.006986238057763584 0.20591759876062102 0.0069862380577635375 0.20591759876062102
9.773 0.006785781522633669 0.17852365079695268 0.006785781522633629 0.17852365079695262 0.006967851214337694 0.20589852921269788 0.006967851214337655 0.20589852921269794
9.774 0.006767608098522947 0.1785074146218956 0.006767608098522903 0.17850741462189554 0.006949640537858199 0.20587949249978404 0.006949640537858156 0.2058794924997841
9.775 0.00674959272163121 0.17849122366481723 0.006749592721631165 0.1784912236648172 0.006931587920029381 0.205860501577773 0.006931587920029337 0.20586050157777308
9.776 0.006731716751676817 0.17847508926129188 0.006731716751676779 0.17847508926129182 0.006913674720564924 0.20584156778206325 0.006913674720564888 0.2058415677820633
9.777 0.006713961140094891 0.17845902112068876 0.00671396114009486 0.1784590211206888 0.006895881890895276 0.20582270082184828 0.006895881890895247 0.20582270082184842
9.778 0.006696306551651822 0.17844302732962983 0.006696306551651784 0.17844302732962977 0.006878190095782156 0.2058039087835744 0.006878190095782118 0.20580390878357446
9.779 0.006678733483244241 0.1784271143642462 0.006678733483244206 0.17842711436424613 0.006860579832117522 0.20578519814319718 0.006860579832117488 0.20578519814319723
9.78 0.006661222379210216 0.17841128711080215 0.006661222379210184 0.17841128711080215 0.006843031544234777 0.2057665737868054 0.006843031544234746 0.20576657378680552
9.781 0.006643753742540055 0.17839554889418455 0.006643753742540026 0.17839554889418438 0.006825525735119565 0.20574803903911051 0.006825525735119536 0.20574803903911046
9.782 0.006626308241441331 0.17837990151370564 0.006626308241441302 0.17837990151370559 0.006808043072974795 0.2057295956992494 0.006808043072974767 0.20572959569924945
9.783 0.006608866810786422 0.17836434528562647 0.006608866810786406 0.17836434528562642 0.006790564492668185 0.2057112440833078 0.006790564492668169 0.20571124408330785
9.784 0.006591410748050998 0.17834887909176694 0.0065914107480509855 0.17834887909176683 0.006773071291670747 0.2056929830729304 0.006773071291670736 0.2056929830729304
9.785 0.006573921803432587 0.1783335004335575 0.00657392180343257 0.17833350043355733 0.0067555452201753545 0.20567481016937256 0.006755545220175339 0.2056748101693725
9.786 0.006556382263921258 0.17831820549087324 0.0065563822639212385 0.17831820549087313 0.006737968565167422 0.20565672155233428 0.006737968565167404 0.20565672155233428
9.787 0.006538775031176608 0.1783029891849973 0.006538775031176598 0.17830298918499726 0.006720324228301898 0.20563871214292367 0.006720324228301888 0.20563871214292376
9.788 0.006521083693141887 0.17828784524507663 0.006521083693141874 0.17828784524507646 0.006702595797517383 0.2056207756701128 0.00670259579751737 0.20562077567011275
9.789 0.006503292589398449 0.1782727662774582 0.006503292589398444 0.17827276627745828 0.006684767612390585 0.20560290474007378 0.00668476761239058 0.20560290474007398
9.79 0.006485386870329576 0.1782577438373375 0.006485386870329572 0.17825774383733745 0.006666824823300142 0.20558509090782734 0.006666824823300139 0.2055850909078274
9.791 0.006467352550216799 0.1782427685021826 0.006467352550216791 0.1782427685021825 0.006648753444522945 0.20556732475066677 0.006648753444522938 0.2055673247506668
9.792 0.00644917655443883 0.17822782994646513 0.006449176554438825 0.17822782994646508 0.006630540401433066 0.20554959594288916 0.006630540401433062 0.2055495959428892
9.793 0.006430846760976663 0.17821291701727027 0.006430846760976659 0.17821291701727016 0.0066121735720068645 0.205531893331405 0.006612173572006861 0.205531893331405
9.794 0.006412352036452246 0.17819801781042402 0.006412352036452243 0.17819801781042405 0.006593641822861652 0.20551420501186593 0.006593641822861649 0.20551420501186604
9.795 0.0063936822669395064 0.17818311974682927 0.006393682266939503 0.1781831197468292 0.0065749350400667265 0.2054965184050003 0.006574935040066724 0.20549651840500036
9.796 0.006374828383786938 0.17816820964875607 0.00637482838378693 0.17816820964875596 0.00655604415496595 0.20547882033290388 0.006556044154965943 0.20547882033290388
9.797 0.006355782384683072 0.17815327381588358 0.006355782384683073 0.17815327381588356 0.00653696116524323 0.2054610970950815 0.006536961165243231 0.2054610970950816
9.798 0.006336537350177949 0.1781382981009335 0.006336537350177953 0.17813829810093354 0.006517679151443979 0.2054433345440807 0.006517679151443984 0.20544333454408084
9.799 0.006317087455849106 0.17812326798476727 0.006317087455849115 0.17812326798476716 0.0064981922891411146 0.20542551816058874 0.006498192289141125 0.20542551816058874
9.8 0.006297427980272824 0.178108168650851 0.006297427980272832 0.17810816865085094 0.006478495856906297 0.20540763312789767 0.006478495856906305 0.20540763312789773
9.801 0.006277555308928347 0.17809298505900803 0.006277555308928349 0.17809298505900797 0.006458586240214152 0.20538966440565684 0.006458586240214155 0.2053896644056569
9.802 0.0062574669341304255 0.17807770201838147 0.006257466934130432 0.17807770201838144 0.006438460931374815 0.20537159680283543 0.006438460931374822 0.2053715968028355
9.803 0.006237161451055495 0.17806230425953584 0.0062371614510555 0.1780623042595358 0.00641811852556011 0.2053534150498241 0.006418118525560115 0.20535341504982416
9.804 0.006216638549898502 0.17804677650561038 0.006216638549898507 0.17804677650561027 0.006397558712960371 0.2053351038695883 0.006397558712960377 0.2053351038695883
9.805 0.006195899004175109 0.1780311035424212 0.006195899004175116 0.17803110354242108 0.006376782267086655 0.20531664804777044 0.006376782267086662 0.20531664804777044
9.806 0.006174944655169613 0.17801527028738742 0.006174944655169621 0.1780152702873874 0.00635579102921865 0.205298032501616 0.006355791029218658 0.20529803250161607
9.807 0.006153778392519804 0.17799926185712656 0.006153778392519814 0.1779992618571266 0.006334587888989545 0.2052792423475689 0.006334587888989556 0.20527924234756906
9.808 0.006132404130931949 0.1779830636335363 0.006132404130931957 0.17798306363353628 0.006313176761101005 0.20526026296735336 0.006313176761101015 0.20526026296735345
9.809 0.006110826783027129 0.17796666132814867 0.006110826783027147 0.17796666132814856 0.006291562558169514 0.20524108007232794 0.006291562558169533 0.20524108007232794
